,alias,country_blacklist,country_whitelist,parents,title
1088,playgrounds,,,['active'],Playgrounds
1089,playsets,,,['homeandgarden'],Playsets
1090,plumbing,,,['homeservices'],Plumbing
1091,plus_size_fashion,"['IE', 'GB', 'HK', 'CA', 'SG', 'JP', 'MX', 'PL', 'CL', 'TR', 'AR']",,['fashion'],Plus Size Fashion
1092,podiatrists,['FR'],,['physicians'],Podiatrists
1093,poke,,"[False, 'PH', 'GB', 'CA', 'BR', 'SG', 'BE', 'SE', 'US', 'PL', 'AT', 'PT', 'AU', 'DE', 'IE', 'FR', 'DK', 'MY', 'CH', 'NL', 'NZ']",['food'],Poke
1094,poledancingclasses,"['IE', 'GB', 'CA', 'CH', 'BE', 'MX', 'PL', 'AT', 'PT', 'CL', 'TR', 'ES', 'AR']",,['specialtyschools'],Pole Dancing Classes
1095,policedepartments,,,['publicservicesgovt'],Police Departments
1096,polish,"['SG', 'FI']",,['restaurants'],Polish
1097,polynesian,,['US'],['restaurants'],Polynesian
1098,poolbilliards,"['NO', 'DE', 'CH', 'CZ', 'MX', 'SE', 'PL', 'AT', 'CL', 'FI', 'ES', 'AR']",,['shopping'],Pool & Billiards
1099,poolcleaners,"['NO', 'DK']",,['homeservices'],Pool Cleaners
1100,poolhalls,,,['nightlife'],Pool Halls
1101,poolservice,,,['homeservices'],Pool & Hot Tub Service
1102,popcorn,,"['GB', 'JP', 'US']",['gourmet'],Popcorn Shops
1103,popuprestaurants,,"['PH', 'NO', 'GB', 'CA', 'SG', 'BE', 'SE', 'TW', 'US', 'AU', 'DE', 'IE', 'FR', 'DK', 'MY', 'HK', 'NL', 'NZ']",['restaurants'],Pop-Up Restaurants
1104,popupshops,['PT'],,['shopping'],Pop-up Shops
1105,portabletoiletservices,"['PH', 'FR', 'MY', 'HK', 'CZ', 'JP', 'MX', 'TW', 'CL', 'FI', 'AR']",,['localservices'],Portable Toilet Services
1106,portuguese,['FI'],,['restaurants'],Portuguese
1107,postoffices,,,['publicservicesgovt'],Post Offices
1108,postpartumcare,,"['TW', 'MY', 'PL', 'HK', 'JP']",['health'],Postpartum Care
1109,potatoes,,"['CH', 'DE', 'AU', 'AT']",['restaurants'],Potatoes
1110,poutineries,,"['CA', 'US']",['restaurants'],Poutineries
1111,powdercoating,,['US'],['localservices'],Powder Coating
1112,prenatal,"['PH', 'DE', 'IE', 'MY', 'GB', 'HK', 'CA', 'CH', 'SG', 'JP', 'TW', 'PL', 'AT', 'TR']",,['health'],Prenatal/Perinatal Care
1113,preschools,['DK'],,['education'],Preschools
1114,pressurewashers,"['MX', 'HK', 'CL', 'JP', 'AR']",,['homeservices'],Pressure Washers
1115,pretzels,,"['CH', 'DE', 'US', 'PT']",['food'],Pretzels
1116,preventivemedicine,,,['physicians'],Preventive Medicine
1117,printmedia,,,['massmedia'],Print Media
1118,privateinvestigation,,,['professional'],Private Investigation
1119,privatejetcharter,,,['transport'],Private Jet Charter
1120,privateschools,,"['NO', 'DK', 'BR', 'CZ', 'MX', 'SE', 'US', 'NZ', 'PT', 'CL', 'AU', 'ES', 'AR']",['education'],Private Schools
1121,privatetutors,,,['education'],Private Tutors
1122,processservers,,"['FR', 'BE', 'US']",['legalservices'],Process Servers
1123,proctologist,,,['physicians'],Proctologists
1124,productdesign,,"['PH', 'NO', 'IE', 'FR', 'DK', 'GB', 'CA', 'SG', 'BE', 'US', 'NL', 'AU']",['professional'],Product Design
1125,professional,,,[],Professional Services
1126,propane,"['CZ', 'NZ', 'MX', 'AR']",,['localservices'],Propane
1127,propertymgmt,,,['realestate'],Property Management
1128,props,,"['BE', 'US']",['shopping'],Props
1129,prosthetics,,"['IT', 'AU', 'ES', 'US']",['health'],Prosthetics
1130,prosthodontists,,"['IT', 'ES', 'US']",['health'],Prosthodontists
1131,provencal,,['FR'],['french'],Provencal
1132,psychiatrists,,,['physicians'],Psychiatrists
1133,psychic_astrology,,,['arts'],Supernatural Readings
1134,psychicmediums,['PL'],,['psychic_astrology'],Psychic Mediums
1135,psychics,,,['psychic_astrology'],Psychics
1136,psychoanalysts,,"['FR', 'BR', 'CZ', 'BE', 'MX', 'NL', 'PT', 'ES', 'AR']",['c_and_mh'],Psychoanalysts
1137,psychologists,"['IE', 'GB', 'PL', 'HK', 'SG', 'JP']",,['c_and_mh'],Psychologists
1138,psychotechnicaltests,,"['BR', 'ES']",['health'],Psychotechnical Tests
1139,psychotherapists,,"['NO', 'DE', 'FR', 'DK', 'BR', 'CH', 'CZ', 'SG', 'AT', 'FI']",['c_and_mh'],Psychotherapists
1140,pubfood,,['AU'],['restaurants'],Pub Food
1141,publicadjusters,,['US'],['professional'],Public Adjusters
1142,publicart,,,['localflavor'],Public Art
1143,publicmarkets,,,['shopping'],Public Markets
1144,publicplazas,"['IE', 'GB', 'CA', 'BE', 'US', 'NL', 'NZ', 'AU']",,['active'],Public Plazas
1145,publicrelations,,,['professional'],Public Relations
1146,publicservicesgovt,,,[],Public Services & Government
1147,publictransport,,,['transport'],Public Transportation
1148,pubs,,,['bars'],Pubs
1149,pueblan,,['MX'],['mexican'],Pueblan
1150,puertorican,,['US'],['caribbean'],Puerto Rican
1151,pulmonologist,,,['physicians'],Pulmonologist
1152,pulquerias,,['MX'],['bars'],Pulquerias
1153,pumpkinpatches,,['US'],['homeandgarden'],Pumpkin Patches
1154,qigong,,,['fitness'],Qi Gong
1155,races,"['PH', 'IE', 'MY', 'IT', 'HK', 'CA', 'JP', 'MX', 'TW', 'PT', 'CL', 'FI', 'TR', 'ES', 'AR']",,['active'],Races & Competitions
1156,racetracks,"['IE', 'DE', 'AT', 'BR', 'CH', 'SG']",,['arts'],Race Tracks
1157,racingexperience,,"['US', 'FR', 'SE']",['active'],Racing Experience
1158,radiologists,,,['physicians'],Radiologists
1159,radiostations,,,['massmedia'],Radio Stations
1160,rafting,,,['active'],Rafting/Kayaking
1161,ramen,,,['japanese'],Ramen
1162,ranches,,"['MX', 'US', 'CL', 'CZ', 'ES', 'AR']",['farms'],Ranches
1163,raw_food,,,['restaurants'],Live/Raw Food
1164,realestate,,,['homeservices'],Real Estate
1165,realestateagents,,,['realestate'],Real Estate Agents
1166,realestatelawyers,,,['lawyers'],Real Estate Law
1167,realestatesvcs,['CZ'],,['realestate'],Real Estate Services
1168,record_labels,,"['NO', 'DE', 'DK', 'BR', 'CH', 'CZ', 'AT', 'PT']",['localservices'],Record Labels
1169,recording_studios,,,['localservices'],Recording & Rehearsal Studios
1170,recreation,,,['active'],Recreation Centers
1171,recyclingcenter,,,['localservices'],Recycling Center
1172,refinishing,,,['homeservices'],Refinishing Services
1173,reflexology,"['TR', 'PL', 'FI', 'SE']",,['health'],Reflexology
1174,registrationservices,"['NO', 'MX', 'DK', 'CL', 'ES', 'AR']",,['auto'],Registration Services
1175,registry_office,,"['NO', 'DE', 'DK', 'IT', 'BR', 'CH', 'CZ', 'BE', 'NL', 'AT', 'PT', 'FI']",['publicservicesgovt'],Registry Office
1176,rehabilitation_center,"['PH', 'FR', 'MY', 'HK', 'CH', 'SG', 'TW', 'AT', 'TR']",,['health'],Rehabilitation Center
1177,reiki,"['MX', 'HK', 'CL', 'JP', 'AR']",,['health'],Reiki
1178,religiousitems,,,['shopping'],Religious Items
1179,religiousorgs,,,[],Religious Organizations
1180,religiousschools,,"['PH', 'NO', 'DK', 'MY', 'BR', 'CZ', 'MX', 'US', 'NZ', 'PT', 'CL', 'AU', 'ES', 'AR']",['education'],Religious Schools
1181,rentfurniture,,"['CA', 'JP', 'BE', 'MX', 'US', 'NL', 'PT', 'CL', 'AU', 'ES', 'AR']",['localservices'],Furniture Rental
1182,reproductivehealthservices,,,['health'],Reproductive Health Services
1183,reptileshops,,"['NO', 'DE', 'DK', 'IT', 'JP', 'BE', 'SE', 'US', 'NL', 'ES']",['petstore'],Reptile Shops
1184,residences,,"['PH', 'DE', 'MY', 'IT', 'CH', 'CZ', 'SG', 'US', 'PL', 'AT', 'ES']",['hotels'],Residences
1185,resorts,,,['hotelstravel'],Resorts
1186,restaurants,,,[],Restaurants
1187,reststops,,,['hotels'],Rest Stops
1188,retinaspecialists,"['CH', 'DE', 'FR', 'AT']",,['opthamalogists'],Retina Specialists
1189,retirement_homes,,,['health'],Retirement Homes
1190,reunion,"['NO', 'DE', 'DK', 'BR', 'CH', 'JP', 'MX', 'PL', 'AT', 'NZ', 'CL', 'AU', 'TR', 'AR']",,['french'],Reunion
1191,reupholstery,,,['localservices'],Furniture Reupholstery
1192,rhematologists,"['IE', 'GB', 'HK', 'CA', 'SG', 'JP', 'TW', 'PL', 'NZ', 'FI', 'AU', 'TR']",,['physicians'],Rheumatologists
1193,rhinelandian,,['DE'],['german'],Rhinelandian
1194,ribatejo,,['PT'],['portuguese'],Ribatejo
1195,riceshop,,"['TR', 'JP']",['restaurants'],Rice
1196,roadsideassist,"['IE', 'FR', 'GB', 'HK', 'BR', 'SG', 'SE', 'TW', 'NZ', 'PT', 'FI', 'TR']",,['auto'],Roadside Assistance
1197,robatayaki,,"['HK', 'JP', 'TW']",['japanese'],Robatayaki
1198,rock_climbing,,,['active'],Rock Climbing
1199,rodeo,,['US'],['arts'],Rodeo
1200,rodizios,,"['PT', 'BR', 'AR']",['brazilian'],Rodizios
1201,roman,,"['IT', 'JP', 'FR']",['italian'],Roman
1202,romanian,,"['DE', 'FR', 'CH', 'CZ', 'BE', 'PL', 'AT', 'ES']",['restaurants'],Romanian
1203,roofing,,,['homeservices'],Roofing
1204,roofinspectors,,"['CA', 'US']",['homeservices'],Roof Inspectors
1205,rotisserie_chicken,,"['FR', 'IT', 'BR', 'BE', 'MX', 'NL', 'PL', 'NZ', 'PT', 'CL', 'AU', 'ES', 'AR']",['restaurants'],Rotisserie Chicken
1206,rugs,"['DE', 'IE', 'HK', 'CH', 'CZ', 'JP', 'PL', 'AT']",,['homeandgarden'],Rugs
1207,russian,,,['restaurants'],Russian
1208,rv_dealers,"['PH', 'IE', 'MY', 'GB', 'HK', 'SG', 'JP', 'MX', 'TW', 'NZ', 'PT', 'CL', 'AU', 'TR', 'AR']",,['auto'],RV Dealers
1209,rvparks,,"['NO', 'GB', 'CA', 'CZ', 'SG', 'BE', 'SE', 'US', 'PL', 'AT', 'CL', 'FI', 'AU', 'DE', 'IE', 'FR', 'DK', 'IT', 'CH', 'MX', 'NL', 'NZ', 'TR', 'ES', 'AR']",['hotelstravel'],RV Parks
1210,rvrental,['SG'],,['hotelstravel'],RV Rental
1211,rvrepair,,"['PH', 'NO', 'GB', 'CA', 'BR', 'SG', 'BE', 'US', 'PL', 'AT', 'PT', 'AU', 'DE', 'IE', 'DK', 'MY', 'CH', 'NL', 'NZ']",['auto'],RV Repair
1212,ryokan,,['JP'],['hotels'],Ryokan
1213,safestores,,,['shopping'],Safe Stores
1214,safetyequipment,,,['shopping'],Safety Equipment
1215,sailing,,,['active'],Sailing
1216,sakebars,,['JP'],['bars'],Sake Bars
1217,salad,,,['restaurants'],Salad
1218,salumerie,,"['MX', 'IT', 'PT', 'CL', 'ES', 'AR']",['food'],Salumerie
1219,salvadoran,,"['CA', 'US']",['latin'],Salvadoran
1220,sambaschools,,"['IT', 'FI', 'BR', 'SE']",['specialtyschools'],Samba Schools
1221,sandblasting,,"['DE', 'IT', 'BR', 'CH', 'BE', 'US', 'NL', 'AT', 'ES']",['localservices'],Sandblasting
1222,sandwiches,,,['restaurants'],Sandwiches
1223,sardinian,,"['IT', 'FR', 'US']",['italian'],Sardinian
1224,saunainstallation,,"['NO', 'GB', 'CA', 'CZ', 'SG', 'SE', 'US', 'PL', 'AT', 'FI', 'AU', 'DE', 'IE', 'DK', 'IT', 'CH', 'NZ']",['homeservices'],Sauna Installation & Repair
1225,saunas,"['PH', 'MY', 'CA', 'SG', 'PL', 'NZ', 'AU', 'ES']",,['health'],Saunas
1226,scandinavian,['PT'],,['restaurants'],Scandinavian
1227,scandinaviandesign,,"['NO', 'FI', 'DK', 'SE']",['shopping'],Scandinavian Design
1228,scavengerhunts,,['US'],['active'],Scavenger Hunts
1229,schnitzel,,"['CH', 'DE', 'PL', 'AT']",['restaurants'],Schnitzel
1230,scooterrentals,,,['active'],Scooter Rentals
1231,scootertours,,,['tours'],Scooter Tours
1232,scottish,,"['DE', 'IE', 'US', 'GB', 'AT', 'CA', 'CH']",['restaurants'],Scottish
1233,screen_printing_tshirt_printing,"['IE', 'IT', 'GB', 'HK', 'CA', 'CZ', 'SG', 'TW', 'PL', 'NZ', 'FI', 'TR']",,['localservices'],Screen Printing/T-Shirt Printing
1234,screenprinting,,,['localservices'],Screen Printing
1235,scuba,,,['diving'],Scuba Diving
1236,seafood,,,['restaurants'],Seafood
1237,seafoodmarkets,,,['gourmet'],Seafood Markets
1238,seasonaldecorservices,"['NO', 'DE', 'FR', 'DK', 'IT', 'CH', 'JP', 'BE', 'NL', 'AT', 'TR']",,['homeservices'],Holiday Decorating Services
1239,security,['NZ'],,['professional'],Security Services
1240,securitysystems,,,['homeservices'],Security Systems
1241,selfdefenseclasses,,,['fitness'],Self-defense Classes
1242,selfstorage,,,['localservices'],Self Storage
1243,senegalese,,"['FR', 'US', 'IT', 'CA', 'BE']",['african'],Senegalese
1244,seniorcenters,['FR'],,['active'],Senior Centers
1245,septicservices,,"['NO', 'DK', 'CA', 'BR', 'BE', 'US', 'NL', 'PL', 'PT']",['localservices'],Septic Services
1246,serbocroatian,,"['DE', 'FR', 'IT', 'CH', 'CZ', 'BE', 'SE', 'PL', 'AT', 'CL', 'AR']",['restaurants'],Serbo Croatian
1247,service_stations,"['PH', 'NO', 'FR', 'DK', 'MY', 'HK', 'BR', 'CZ', 'JP', 'SE', 'TW', 'PT', 'FI', 'TR']",,['auto'],Service Stations
1248,servicestations,,,['auto'],Gas Stations
1249,sessionphotography,,,['photographers'],Session Photography
1250,sewingalterations,,,['localservices'],Sewing & Alterations
1251,sextherapists,,,['c_and_mh'],Sex Therapists
1252,shanghainese,,"['FR', 'MY', 'IT', 'HK', 'SG', 'JP', 'BE', 'SE', 'TW', 'US', 'AU']",['chinese'],Shanghainese
1253,sharedofficespaces,,,['realestate'],Shared Office Spaces
1254,sharedtaxis,,"['PH', 'NO', 'SE', 'DK', 'BR', 'TR']",['transport'],Shared Taxis
1255,shavedice,,"['IT', 'CZ', 'SG', 'JP', 'MX', 'TW', 'US', 'CL', 'AR']",['food'],Shaved Ice
1256,shavedsnow,,"['TW', 'MY', 'US', 'HK', 'CA', 'SG']",['food'],Shaved Snow
1257,shedsandoutdoorstorage,"['NO', 'FR', 'DK', 'HK', 'CZ', 'JP', 'SE', 'TW', 'FI', 'TR', 'ES']",,['homeandgarden'],Sheds & Outdoor Storage
1258,shipping_centers,"['NO', 'SE']",,['localservices'],Shipping Centers
1259,shoerepair,,,['localservices'],Shoe Repair
1260,shoes,,,['fashion'],Shoe Stores
1261,shoeshine,"['NL', 'BE']",,['localservices'],Shoe Shine
1262,shopping,,,[],Shopping
1263,shoppingcenters,,,['shopping'],Shopping Centers
1264,shoppingpassages,['US'],,['shopping'],Shopping Passages
1265,shredding,,"['DE', 'IE', 'GB', 'CA', 'CH', 'CZ', 'SG', 'BE', 'US', 'NL', 'AT', 'NZ', 'AU']",['professional'],Shredding Services
1266,shrines,,"['MX', 'CL', 'JP', 'ES', 'AR']",['religiousorgs'],Shrines
1267,shutters,,,['homeservices'],Shutters
1268,sicilian,,"['FR', 'US', 'IT', 'PL', 'CZ']",['italian'],Sicilian
1269,signature_cuisine,,"['NO', 'DK', 'MX', 'SE', 'PT', 'CL', 'ES', 'AR']",['restaurants'],Signature Cuisine
1270,signmaking,,,['professional'],Signmaking
1271,sikhtemples,,,['religiousorgs'],Sikh Temples
1272,silentdisco,['JP'],,['eventservices'],Silent Disco
1273,singaporean,"['DK', 'PT', 'FI', 'CZ', 'TR', 'ES']",,['restaurants'],Singaporean
1274,skate_parks,,,['parks'],Skate Parks
1275,skateshops,,,['sportgoods'],Skate Shops
1276,skatingrinks,,,['active'],Skating Rinks
1277,skiing,"['PH', 'IE', 'FR', 'MY', 'IT', 'GB', 'HK', 'BR', 'SG', 'MX', 'TW', 'US', 'PL', 'AU', 'TR']",,['active'],Skiing
1278,skillednursing,,['US'],['health'],Skilled Nursing
1279,skincare,,,['beautysvc'],Skin Care
1280,skiresorts,"['SG', 'MX', 'BR', 'DK']",,['hotelstravel'],Ski Resorts
1281,skischools,,,['specialtyschools'],Ski Schools
1282,skishops,"['PH', 'DK', 'MY', 'HK', 'BR', 'SG', 'MX', 'TW', 'PT', 'TR']",,['sportgoods'],Ski & Snowboard Shops
1283,skydiving,,,['active'],Skydiving
1284,sledding,,"['NO', 'DE', 'IT', 'CA', 'CH', 'CZ', 'US', 'AT', 'NZ', 'PT', 'FI', 'TR']",['active'],Sledding
1285,sleepspecialists,,,['health'],Sleep Specialists
1286,sleepwear,,"['AU', 'PT']",['fashion'],Sleepwear
1287,slovakian,,"['IE', 'FR', 'IT', 'GB', 'CA', 'CZ', 'BE', 'US', 'PL', 'AU']",['restaurants'],Slovakian
1288,smog_check_stations,"['NO', 'FI', 'DK', 'SE']",,['auto'],Smog Check Stations
1289,smokehouse,"['MX', 'FR', 'IT', 'PL', 'CL', 'TR', 'AR']",,['food'],Smokehouse
1290,smokingareas,,['JP'],['localservices'],Smoking Areas
1291,snorkeling,"['CH', 'DE', 'AT']",,['active'],Snorkeling
1292,snowremoval,"['HK', 'MX', 'BR', 'NZ']",,['localservices'],Snow Removal
1293,snuggleservices,,"['JP', 'US']",['localservices'],Snuggle Services
1294,soba,,"['JP', 'TW']",['japanese'],Soba
1295,social_clubs,,,['arts'],Social Clubs
1296,socialsecuritylaw,"['CZ', 'PL']",,['lawyers'],Social Security Law
1297,softwaredevelopment,,,['professional'],Software Development
1298,solarinstallation,,,['homeservices'],Solar Installation
1299,solarpanelcleaning,,['US'],['homeservices'],Solar Panel Cleaning
1300,somali,,"['DE', 'US', 'IT', 'PL', 'AT', 'CH']",['restaurants'],Somali
1301,sommelierservices,['FR'],,['eventservices'],Sommelier Services
1302,sophrologists,,"['CZ', 'PL', 'FR', 'BE']",['c_and_mh'],Sophrologists
1303,soulfood,,"['NO', 'IE', 'GB', 'CA', 'SE', 'US', 'NL', 'PL', 'ES']",['restaurants'],Soul Food
1304,soup,,,['restaurants'],Soup
1305,southafrican,,"['FR', 'US', 'IT', 'CA', 'AU', 'BE']",['african'],South African
1306,southern,,"['IE', 'GB', 'CA', 'SE', 'US', 'NL', 'PL', 'NZ', 'TR']",['restaurants'],Southern
1307,souvenirs,"['SG', 'CA']",,['shopping'],Souvenir Shops
1308,spanish,,,['restaurants'],Spanish
1309,spas,,,['beautysvc'],Day Spas
1310,speakeasies,"['IT', 'NO', 'TR', 'DK']",,['bars'],Speakeasies
1311,specialbikes,,"['DK', 'PT']",['bicycles'],Special Bikes
1312,specialed,['FI'],,['education'],Special Education
1313,specialtyschools,,,['education'],Specialty Schools
1314,speech_therapists,,,['health'],Speech Therapists
1315,speechtraining,,,['specialtyschools'],Speech Training
1316,spermclinic,,"['NO', 'DE', 'FR', 'DK', 'IT', 'BE', 'MX', 'US', 'NL', 'CL', 'ES', 'AR']",['health'],Sperm Clinic
1317,spinesurgeons,,['US'],['physicians'],Spine Surgeons
1318,spiritism,,['BR'],['religiousorgs'],Spiritism
1319,spiritual_shop,,,['shopping'],Spiritual Shop
1320,sport_equipment_hire,,"['NO', 'DK', 'CZ', 'MX', 'PT', 'CL', 'AU', 'ES', 'AR']",['active'],Sport Equipment Hire
1321,sportgoods,,,['shopping'],Sporting Goods
1322,sports_clubs,,,['active'],Sports Clubs
1323,sportsbars,"['CH', 'AT']",,['bars'],Sports Bars
1324,sportsbetting,,"['IT', 'US']",['arts'],Sports Betting
1325,sportsmed,,,['physicians'],Sports Medicine
1326,sportspsychologists,,"['IT', 'US', 'SG', 'NZ']",['c_and_mh'],Sports Psychologists
1327,sportsteams,,,['arts'],Professional Sports Teams
1328,sportswear,,,"['sportgoods', 'fashion']",Sports Wear
1329,spraytanning,"['IE', 'SE', 'PL', 'CA', 'BR']",,['tanning'],Spray Tanning
1330,squash,"['PT', 'SG', 'BR', 'NZ']",,['active'],Squash
1331,srilankan,['CZ'],,['restaurants'],Sri Lankan
1332,stadiumsarenas,,,['arts'],Stadiums & Arenas
1333,stationery,,,"['eventservices', 'artsandcrafts', 'flowers']",Cards & Stationery
1334,steak,,,['restaurants'],Steakhouses
1335,stereo_installation,"['CH', 'DK', 'AT']",,['auto'],Car Stereo Installation
1336,stockings,,"['DE', 'NL', 'AT', 'PT', 'CH', 'CZ', 'BE']",['fashion'],Stockings
1337,stonemasons,,,['localservices'],Stonemasons
1338,streetart,"['IE', 'MY', 'GB', 'CA', 'CH', 'SG', 'US', 'AT', 'FI', 'TR']",,['arts'],Street Art
1339,streetvendors,,,['food'],Street Vendors
1340,stripclubs,,,['adultentertainment'],Strip Clubs
1341,stripteasedancers,,,['adultentertainment'],Striptease Dancers
1342,structuralengineers,,,['homeservices'],Structural Engineers
1343,stucco,,,['homeservices'],Stucco Services
1344,studiotaping,,"['NL', 'BE', 'US']",['arts'],Studio Taping
1345,sud_ouest,,"['FR', 'BE']",['restaurants'],French Southwest
1346,sugaring,,"['NO', 'DE', 'DK', 'CH', 'CZ', 'US', 'AT', 'FI']",['hairremoval'],Sugaring
1347,sugarshacks,,['CA'],['food'],Sugar Shacks
1348,sukiyaki,,"['JP', 'TW']",['japanese'],Sukiyaki
1349,summer_camps,,,['active'],Summer Camps
1350,sunglasses,,,['opticians'],Sunglasses
1351,supperclubs,,"['CA', 'GB', 'ES', 'US']",['restaurants'],Supper Clubs
1352,suppliesrestaurant,,"['NO', 'GB', 'CA', 'SG', 'JP', 'BE', 'US', 'PL', 'AT', 'CL', 'AU', 'IE', 'DE', 'DK', 'IT', 'CH', 'MX', 'NL', 'NZ', 'ES', 'AR']",['wholesalers'],Restaurant Supplies
1353,surfing,,"['DE', 'FR', 'DK', 'IT', 'BR', 'JP', 'MX', 'SE', 'US', 'NL', 'NZ', 'PT', 'CL', 'ES', 'AR']",['active'],Surfing
1354,surflifesaving,,"['BR', 'MX', 'NZ', 'PT', 'CL', 'AU', 'ES', 'AR']",['active'],Surf Lifesaving
1355,surfschools,,,['specialtyschools'],Surf Schools
1356,surfshop,"['NO', 'IE', 'FR', 'CA', 'BR', 'CZ', 'SG', 'BE', 'SE', 'NL', 'FI']",,['fashion'],Surf Shop
1357,surgeons,,,['physicians'],Surgeons
1358,sushi,,,['restaurants'],Sushi Bars
1359,swabian,,"['CH', 'DE', 'AT']",['restaurants'],Swabian
1360,swedish,,['SE'],['restaurants'],Swedish
1361,swimminglessons,,,"['fitness', 'specialtyschools']",Swimming Lessons/Schools
1362,swimmingpools,,,['active'],Swimming Pools
1363,swimwear,,,['fashion'],Swimwear
1364,swissfood,,"['DE', 'MX', 'CL', 'CH', 'CZ', 'ES', 'AR']",['restaurants'],Swiss Food
1365,synagogues,,,['religiousorgs'],Synagogues
1366,syrian,,,['restaurants'],Syrian
1367,szechuan,,"['IE', 'FR', 'MY', 'GB', 'HK', 'SG', 'JP', 'TW', 'US', 'NZ', 'AU']",['chinese'],Szechuan
1368,tabac,,"['FR', 'IT', 'CZ', 'ES', 'BE']",['bars'],Tabac
1369,tabernas,,"['TR', 'ES', 'PT']",['restaurants'],Tabernas
1370,tablaoflamenco,,"['MX', 'PT', 'CL', 'ES', 'AR']",['arts'],Tablao Flamenco
1371,tabletopgames,,,['shopping'],Tabletop Games
1372,tableware,,"['NO', 'DE', 'FR', 'DK', 'BR', 'CH', 'CZ', 'BE', 'MX', 'US', 'NL', 'AT', 'PT', 'CL', 'AR']",['homeandgarden'],Tableware
1373,tacos,,"['MX', 'US']",['mexican'],Tacos
1374,taekwondo,,,['martialarts'],Taekwondo
1375,taichi,,,['fitness'],Tai Chi
1376,taiwanese,"['PT', 'FI', 'CZ', 'TR', 'ES']",,['restaurants'],Taiwanese
1377,taiyaki,,['JP'],['jpsweets'],Taiyaki
1378,takoyaki,,"['JP', 'TW']",['japanese'],Takoyaki
1379,talentagencies,"['IE', 'GB', 'HK', 'CA', 'CH', 'CZ', 'SG', 'AT', 'NZ', 'AU', 'TR']",,['professional'],Talent Agencies
1380,tamales,,['MX'],['mexican'],Tamales
1381,tanning,,,['beautysvc'],Tanning
1382,tanningbeds,"['FI', 'PL', 'BR', 'SE']",,['tanning'],Tanning Beds
1383,taoisttemples,,"['HK', 'TW']",['religiousorgs'],Taoist Temples
1384,tapas,"['SG', 'AU', 'FI']",,['restaurants'],Tapas Bars
1385,tapasmallplates,,,['restaurants'],Tapas/Small Plates
1386,tastingclasses,,,['education'],Tasting Classes
1387,tattoo,,,['beautysvc'],Tattoo
1388,tattooremoval,,,['physicians'],Tattoo Removal
1389,tavolacalda,,['IT'],['restaurants'],Tavola Calda
1390,taxidermy,"['NO', 'IE', 'DK', 'CA', 'BR', 'CZ', 'SG', 'SE', 'NL', 'NZ', 'FI']",,['professional'],Taxidermy
1391,taxis,,,['transport'],Taxis
1392,taxlaw,,"['DE', 'FR', 'BR', 'CH', 'CZ', 'SG', 'BE', 'US', 'PL', 'AT', 'AU']",['lawyers'],Tax Law
1393,taxoffice,"['US', 'PL', 'CA', 'SG', 'ES']",,['publicservicesgovt'],Tax Office
1394,taxservices,,,['financialservices'],Tax Services
1395,tcm,['CZ'],,['health'],Traditional Chinese Medicine
1396,tea,,,['food'],Tea Rooms
1397,teachersupplies,"['IT', 'FR']",,['shopping'],Teacher Supplies
1398,teambuilding,,,['eventservices'],Team Building Activities
1399,teethwhitening,"['CH', 'DE', 'AT']",,['beautysvc'],Teeth Whitening
1400,telecommunications,"['CL', 'MX', 'JP', 'AR']",,['itservices'],Telecommunications
1401,televisionserviceproviders,,,['homeservices'],Television Service Providers
1402,televisionstations,,,['massmedia'],Television Stations
1403,tempura,,"['SG', 'JP', 'TW']",['japanese'],Tempura
1404,tenantlaw,['CZ'],,['professional'],Tenant and Eviction Law
1405,tennis,,,['active'],Tennis
1406,teochew,,"['HK', 'SG', 'TW', 'MY']",['chinese'],Teochew
1407,teppanyaki,,"['HK', 'SG', 'JP', 'MX', 'TW', 'US', 'NZ', 'AU']",['japanese'],Teppanyaki
1408,testprep,,,['education'],Test Preparation
1409,tex-mex,"['ES', 'AU', 'DK', 'PT']",,['restaurants'],Tex-Mex
1410,thai,,,['restaurants'],Thai
1411,theater,,,['arts'],Performing Arts
1412,themedcafes,,"['PH', 'NO', 'GB', 'CA', 'SG', 'JP', 'BE', 'SE', 'TW', 'US', 'PL', 'AT', 'CL', 'FI', 'AU', 'DE', 'IE', 'FR', 'DK', 'MY', 'HK', 'CH', 'MX', 'NL', 'NZ', 'AR']",['cafes'],Themed Cafes
1413,threadingservices,,,['hairremoval'],Threading Services
1414,thrift_stores,['FI'],,['shopping'],Thrift Stores
1415,tickets,,"['NO', 'DK', 'CZ', 'SE', 'PL', 'PT', 'CL', 'FI']",['shopping'],Tickets
1416,ticketsales,"['IE', 'GB', 'SG', 'SE', 'NL', 'PL', 'NZ', 'FI', 'TR', 'ES']",,['arts'],Ticket Sales
1417,tikibars,"['DE', 'FR', 'PL', 'AT', 'CH', 'TR', 'JP']",,['bars'],Tiki Bars
1418,tiling,"['PH', 'IE', 'MY', 'GB', 'HK', 'CA', 'BR', 'JP', 'BE', 'TW', 'NL', 'PL', 'PT', 'FI', 'TR']",,['homeservices'],Tiling
1419,tires,,,['auto'],Tires
1420,titleloans,,"['CA', 'US']",['financialservices'],Title Loans
1421,tobaccoshops,,,['shopping'],Tobacco Shops
1422,tofu,,['JP'],['gourmet'],Tofu Shops
1423,tonkatsu,,"['SG', 'JP', 'TW']",['japanese'],Tonkatsu
